Maintenance_ID,Truck_ID,Maintenance_Date,Maintenance_Type,Cost_USD,Downtime_Days,Parts_Replaced
M0350,T048,2024-06-14,Scheduled,810,0,"Exhaust System, Catalytic Converter"
M0351,T048,2023-06-25,Scheduled,3199,0,"Radiator, Water Pump"
M0352,T048,2024-03-21,Scheduled,2678,0,"Exhaust System, Catalytic Converter"
M0353,T048,2023-09-08,Scheduled,3142,0,"Transmission Fluid, Clutch"
M0354,T048,2024-06-08,Scheduled,2185,3,"Brake Pads, Brake Discs"
M0355,T048,2024-09-20,Scheduled,3741,0,"Transmission Fluid, Clutch"
M0356,T048,2024-06-01,Scheduled,4677,1,"Brake Pads, Brake Discs"
M0357,T048,2024-05-10,Scheduled,2908,3,"Radiator, Water Pump"
M0358,T048,2024-09-26,Scheduled,4399,0,"Exhaust System, Catalytic Converter"
M0359,T048,2024-06-19,Emergency,4878,9,"Radiator, Water Pump"
M0360,T049,2024-11-22,Scheduled,4864,1,"Radiator, Water Pump"
M0361,T049,2023-05-14,Scheduled,1497,3,"Tires, Wheel Bearings"
M0362,T049,2023-11-16,Scheduled,1743,3,"Battery, Alternator"
M0363,T049,2023-05-16,Scheduled,4330,3,"Exhaust System, Catalytic Converter"
M0364,T049,2024-09-29,Scheduled,1369,1,"Spark Plugs, Fuel Injectors"
M0365,T049,2024-12-08,Scheduled,673,0,"Exhaust System, Catalytic Converter"
M0366,T049,2023-10-19,Emergency,12588,7,"Transmission Fluid, Clutch"
M0367,T049,2023-03-17,Emergency,7889,9,"Exhaust System, Catalytic Converter"
M0368,T050,2023-04-11,Scheduled,2431,2,"Transmission Fluid, Clutch"
M0369,T050,2023-04-29,Scheduled,3091,2,"Oil Filter, Air Filter"
M0370,T050,2023-02-21,Scheduled,3880,3,"Exhaust System, Catalytic Converter"
M0371,T050,2023-12-09,Emergency,13419,4,"Oil Filter, Air Filter"
M0372,T050,2023-01-28,Scheduled,1423,2,"Oil Filter, Air Filter"
M0373,T050,2023-02-09,Scheduled,1540,3,"Spark Plugs, Fuel Injectors"
M0374,T050,2023-10-08,Scheduled,3582,3,"Exhaust System, Catalytic Converter"
M0375,T051,2023-10-13,Emergency,13320,2,"Oil Filter, Air Filter"
M0376,T051,2024-05-30,Scheduled,1812,0,"Exhaust System, Catalytic Converter"
M0377,T051,2023-12-26,Emergency,18249,9,"Oil Filter, Air Filter"
M0378,T051,2024-07-06,Emergency,17564,5,"Brake Pads, Brake Discs"
M0379,T051,2024-04-10,Scheduled,2449,1,"Battery, Alternator"
M0380,T051,2024-05-09,Emergency,8231,7,"Oil Filter, Air Filter"
M0381,T051,2023-02-21,Scheduled,7230,2,"Spark Plugs, Fuel Injectors"
M0382,T051,2023-01-07,Emergency,6330,1,"Exhaust System, Catalytic Converter"
M0383,T051,2023-07-22,Scheduled,5415,1,"Radiator, Water Pump"
M0384,T051,2024-05-04,Scheduled,5181,3,"Brake Pads, Brake Discs"
M0385,T052,2023-11-12,Scheduled,3546,0,"Battery, Alternator"
M0386,T052,2023-12-08,Scheduled,2237,0,"Exhaust System, Catalytic Converter"
M0387,T052,2024-07-11,Scheduled,1429,0,"Brake Pads, Brake Discs"
M0388,T052,2024-10-11,Scheduled,4699,0,"Spark Plugs, Fuel Injectors"
M0389,T052,2023-05-05,Scheduled,2212,1,"Exhaust System, Catalytic Converter"
M0390,T052,2023-02-26,Scheduled,1739,0,"Transmission Fluid, Clutch"
M0391,T052,2023-09-10,Scheduled,2404,3,"Spark Plugs, Fuel Injectors"
M0392,T052,2023-11-27,Scheduled,2163,1,"Brake Pads, Brake Discs"
M0393,T052,2024-01-01,Emergency,7798,6,"Exhaust System, Catalytic Converter"
M0394,T052,2023-02-19,Scheduled,1928,2,"Battery, Alternator"
M0395,T052,2024-06-02,Emergency,8922,1,"Transmission Fluid, Clutch"
M0396,T053,2023-07-26,Emergency,3821,10,"Brake Pads, Brake Discs"
M0397,T053,2024-06-30,Emergency,6856,1,"Tires, Wheel Bearings"
M0398,T053,2023-07-21,Scheduled,2849,3,"Oil Filter, Air Filter"
M0399,T053,2023-11-22,Scheduled,3641,2,"Battery, Alternator"
M0400,T053,2024-02-05,Scheduled,2611,0,"Tires, Wheel Bearings"
M0401,T053,2023-01-27,Scheduled,5017,0,"Transmission Fluid, Clutch"
M0402,T053,2024-02-22,Scheduled,6750,0,"Spark Plugs, Fuel Injectors"
M0403,T053,2024-07-28,Scheduled,1673,2,"Oil Filter, Air Filter"
M0404,T053,2023-11-04,Scheduled,6116,3,"Transmission Fluid, Clutch"
M0405,T053,2024-01-21,Emergency,6726,3,"Oil Filter, Air Filter"
M0406,T053,2024-04-25,Scheduled,5583,1,"Tires, Wheel Bearings"
M0407,T053,2023-06-14,Emergency,8483,10,"Spark Plugs, Fuel Injectors"
M0408,T055,2024-08-27,Scheduled,1010,3,"Transmission Fluid, Clutch"
M0409,T055,2024-09-24,Scheduled,2453,3,"Battery, Alternator"
M0410,T055,2023-02-05,Emergency,6367,3,"Brake Pads, Brake Discs"
M0411,T055,2024-04-06,Scheduled,2911,1,"Transmission Fluid, Clutch"
M0412,T055,2023-04-24,Scheduled,1571,0,"Radiator, Water Pump"
M0413,T055,2023-04-07,Scheduled,3493,3,"Transmission Fluid, Clutch"
M0414,T055,2024-06-03,Emergency,7780,9,"Exhaust System, Catalytic Converter"
M0415,T055,2023-12-20,Scheduled,4530,1,"Radiator, Water Pump"
M0416,T055,2023-09-01,Emergency,10469,1,"Brake Pads, Brake Discs"
M0417,T055,2023-11-23,Scheduled,1232,2,"Brake Pads, Brake Discs"
M0418,T055,2024-01-17,Scheduled,947,3,"Battery, Alternator"
M0419,T055,2024-01-01,Scheduled,1638,1,"Spark Plugs, Fuel Injectors"
M0420,T058,2024-09-23,Scheduled,1570,1,"Exhaust System, Catalytic Converter"
M0421,T058,2024-08-14,Scheduled,2014,0,"Radiator, Water Pump"
M0422,T058,2024-03-14,Scheduled,3564,1,"Battery, Alternator"
M0423,T058,2023-03-28,Scheduled,1563,0,"Spark Plugs, Fuel Injectors"
M0424,T058,2024-03-16,Scheduled,2777,0,"Radiator, Water Pump"
M0425,T058,2023-01-31,Emergency,14484,1,"Radiator, Water Pump"
M0426,T058,2024-02-21,Scheduled,4006,3,"Battery, Alternator"
M0427,T058,2024-03-03,Emergency,14168,6,"Transmission Fluid, Clutch"
M0428,T058,2023-08-07,Scheduled,1190,3,"Transmission Fluid, Clutch"
M0429,T059,2024-04-04,Scheduled,3500,0,"Transmission Fluid, Clutch"
M0430,T059,2024-05-30,Scheduled,557,0,"Oil Filter, Air Filter"
M0431,T059,2023-04-21,Scheduled,3722,3,"Battery, Alternator"
M0432,T059,2024-10-06,Scheduled,737,2,"Oil Filter, Air Filter"
M0433,T059,2024-09-13,Scheduled,926,0,"Brake Pads, Brake Discs"
M0434,T059,2023-12-27,Scheduled,4859,1,"Oil Filter, Air Filter"
M0435,T060,2023-04-04,Scheduled,2419,3,"Transmission Fluid, Clutch"
M0436,T060,2024-03-23,Scheduled,2698,1,"Oil Filter, Air Filter"
M0437,T060,2023-01-29,Scheduled,816,3,"Oil Filter, Air Filter"
M0438,T060,2024-10-11,Emergency,4238,7,"Exhaust System, Catalytic Converter"
M0439,T060,2024-09-03,Scheduled,2266,1,"Spark Plugs, Fuel Injectors"
M0440,T060,2023-07-28,Scheduled,500,0,"Oil Filter, Air Filter"
M0441,T060,2023-05-30,Scheduled,2333,1,"Radiator, Water Pump"
M0442,T060,2024-05-05,Scheduled,2736,2,"Spark Plugs, Fuel Injectors"
M0443,T060,2024-12-13,Scheduled,4438,1,"Tires, Wheel Bearings"
M0444,T060,2023-12-29,Scheduled,2833,3,"Exhaust System, Catalytic Converter"
M0445,T060,2024-11-20,Scheduled,1358,2,"Tires, Wheel Bearings"
M0446,T060,2024-07-19,Scheduled,3009,2,"Spark Plugs, Fuel Injectors"
M0447,T061,2023-04-16,Scheduled,4698,1,"Tires, Wheel Bearings"
M0448,T061,2023-10-06,Scheduled,3260,2,"Spark Plugs, Fuel Injectors"
M0449,T061,2024-10-09,Scheduled,643,0,"Tires, Wheel Bearings"
M0450,T061,2024-08-13,Scheduled,666,0,"Spark Plugs, Fuel Injectors"
M0451,T061,2024-05-21,Scheduled,1388,3,"Exhaust System, Catalytic Converter"
M0452,T061,2023-03-11,Scheduled,3840,3,"Oil Filter, Air Filter"
M0453,T065,2024-08-05,Scheduled,3131,1,"Oil Filter, Air Filter"
M0454,T065,2023-02-20,Scheduled,3252,2,"Tires, Wheel Bearings"
M0455,T065,2023-09-03,Scheduled,1478,3,"Oil Filter, Air Filter"
M0456,T065,2023-09-01,Scheduled,6836,0,"Transmission Fluid, Clutch"
M0457,T065,2024-06-25,Scheduled,6108,0,"Spark Plugs, Fuel Injectors"
M0458,T065,2024-06-17,Scheduled,4312,2,"Tires, Wheel Bearings"
M0459,T065,2024-08-25,Scheduled,2151,3,"Spark Plugs, Fuel Injectors"
M0460,T065,2023-03-08,Scheduled,3015,1,"Spark Plugs, Fuel Injectors"
M0461,T065,2023-12-12,Scheduled,1248,2,"Radiator, Water Pump"
M0462,T065,2024-12-16,Scheduled,1949,3,"Tires, Wheel Bearings"
M0463,T065,2024-09-24,Scheduled,1241,2,"Tires, Wheel Bearings"
M0464,T066,2023-11-07,Scheduled,1074,2,"Brake Pads, Brake Discs"
M0465,T066,2024-02-26,Scheduled,2251,3,"Transmission Fluid, Clutch"
M0466,T066,2024-07-12,Scheduled,1058,3,"Battery, Alternator"
M0467,T066,2023-10-11,Scheduled,2282,1,"Oil Filter, Air Filter"
M0468,T066,2024-11-16,Scheduled,4261,1,"Battery, Alternator"
M0469,T066,2024-04-04,Scheduled,5395,1,"Oil Filter, Air Filter"
M0470,T066,2023-06-11,Scheduled,6026,1,"Battery, Alternator"
M0471,T066,2024-09-29,Emergency,11604,10,"Exhaust System, Catalytic Converter"
M0472,T066,2024-03-03,Scheduled,4981,3,"Oil Filter, Air Filter"
M0473,T066,2023-05-17,Scheduled,2687,1,"Exhaust System, Catalytic Converter"
M0474,T066,2024-07-27,Scheduled,763,3,"Spark Plugs, Fuel Injectors"
M0475,T066,2024-07-25,Scheduled,3296,3,"Exhaust System, Catalytic Converter"
M0476,T066,2023-03-07,Scheduled,3511,0,"Spark Plugs, Fuel Injectors"
M0477,T066,2023-04-09,Scheduled,4027,1,"Tires, Wheel Bearings"
M0478,T066,2024-07-26,Scheduled,4733,3,"Oil Filter, Air Filter"
M0479,T068,2024-11-11,Scheduled,4667,2,"Oil Filter, Air Filter"
M0480,T068,2023-10-28,Scheduled,4264,3,"Battery, Alternator"
M0481,T068,2023-05-09,Scheduled,1377,3,"Radiator, Water Pump"
M0482,T068,2023-05-16,Scheduled,1226,2,"Spark Plugs, Fuel Injectors"
M0483,T068,2023-03-10,Scheduled,4014,2,"Oil Filter, Air Filter"
M0484,T068,2023-05-09,Scheduled,2560,3,"Exhaust System, Catalytic Converter"
M0485,T068,2024-01-17,Emergency,3425,5,"Radiator, Water Pump"
M0486,T068,2023-04-26,Scheduled,2595,3,"Battery, Alternator"
M0487,T070,2024-07-07,Scheduled,5250,1,"Brake Pads, Brake Discs"
M0488,T070,2024-03-13,Scheduled,3977,0,"Spark Plugs, Fuel Injectors"
M0489,T070,2023-04-25,Scheduled,2117,3,"Spark Plugs, Fuel Injectors"
M0490,T070,2023-01-18,Scheduled,3549,3,"Battery, Alternator"
M0491,T070,2024-11-24,Emergency,8966,1,"Tires, Wheel Bearings"
M0492,T070,2024-09-09,Scheduled,4280,1,"Exhaust System, Catalytic Converter"
M0493,T070,2023-03-28,Scheduled,5899,1,"Spark Plugs, Fuel Injectors"
M0494,T070,2024-08-06,Emergency,5668,5,"Radiator, Water Pump"
M0495,T070,2024-02-01,Scheduled,1604,0,"Radiator, Water Pump"
M0496,T070,2024-11-30,Scheduled,6207,0,"Transmission Fluid, Clutch"
M0497,T070,2023-04-15,Scheduled,2788,0,"Exhaust System, Catalytic Converter"
M0498,T070,2023-11-23,Emergency,13138,10,"Radiator, Water Pump"
M0499,T070,2023-11-06,Emergency,17186,5,"Exhaust System, Catalytic Converter"
M0500,T071,2024-04-29,Scheduled,1771,2,"Brake Pads, Brake Discs"
M0501,T071,2024-08-24,Scheduled,812,0,"Oil Filter, Air Filter"
M0502,T071,2024-08-24,Scheduled,1077,2,"Transmission Fluid, Clutch"
M0503,T071,2023-03-09,Scheduled,4511,3,"Transmission Fluid, Clutch"
M0504,T071,2024-12-12,Scheduled,3576,2,"Spark Plugs, Fuel Injectors"
M0505,T071,2024-03-07,Scheduled,4915,0,"Brake Pads, Brake Discs"
M0506,T071,2024-01-04,Scheduled,1083,0,"Radiator, Water Pump"
M0507,T071,2023-11-02,Scheduled,703,1,"Oil Filter, Air Filter"
M0508,T071,2023-09-07,Scheduled,1462,1,"Battery, Alternator"
M0509,T071,2024-01-05,Scheduled,779,0,"Radiator, Water Pump"
M0510,T071,2023-11-07,Scheduled,908,3,"Brake Pads, Brake Discs"
M0511,T071,2023-02-04,Scheduled,2841,0,"Spark Plugs, Fuel Injectors"
M0512,T072,2023-03-04,Scheduled,2209,3,"Battery, Alternator"
M0513,T072,2024-01-01,Scheduled,3521,0,"Tires, Wheel Bearings"
M0514,T072,2023-05-23,Scheduled,4585,2,"Battery, Alternator"
M0515,T072,2023-10-20,Scheduled,902,0,"Radiator, Water Pump"
M0516,T072,2024-12-09,Scheduled,3393,0,"Spark Plugs, Fuel Injectors"
M0517,T072,2023-12-01,Scheduled,1813,3,"Battery, Alternator"
M0518,T072,2024-03-10,Scheduled,3404,1,"Radiator, Water Pump"
M0519,T072,2024-06-03,Scheduled,2555,2,"Brake Pads, Brake Discs"
M0520,T072,2023-11-12,Scheduled,2247,3,"Oil Filter, Air Filter"
M0521,T072,2023-09-27,Scheduled,3397,1,"Transmission Fluid, Clutch"
M0522,T072,2024-08-03,Emergency,3198,5,"Oil Filter, Air Filter"
M0523,T072,2023-11-01,Scheduled,1659,1,"Exhaust System, Catalytic Converter"
M0524,T073,2024-07-17,Emergency,9503,6,"Radiator, Water Pump"
M0525,T073,2023-11-08,Emergency,11802,10,"Transmission Fluid, Clutch"
M0526,T073,2024-12-14,Scheduled,3224,1,"Radiator, Water Pump"
M0527,T073,2024-10-17,Emergency,8909,6,"Brake Pads, Brake Discs"
M0528,T073,2024-01-04,Scheduled,2122,1,"Radiator, Water Pump"
M0529,T073,2024-12-07,Scheduled,1077,0,"Oil Filter, Air Filter"
M0530,T073,2024-03-01,Emergency,2393,8,"Oil Filter, Air Filter"
M0531,T073,2024-07-18,Scheduled,2513,0,"Radiator, Water Pump"
M0532,T073,2024-08-26,Scheduled,2216,0,"Radiator, Water Pump"
M0533,T075,2023-02-28,Scheduled,1357,1,"Battery, Alternator"
M0534,T075,2023-03-20,Scheduled,3394,2,"Tires, Wheel Bearings"
M0535,T075,2024-01-24,Scheduled,636,3,"Exhaust System, Catalytic Converter"
M0536,T075,2024-01-29,Scheduled,985,1,"Transmission Fluid, Clutch"
M0537,T075,2023-04-16,Scheduled,4616,2,"Tires, Wheel Bearings"
M0538,T075,2023-10-09,Scheduled,1592,1,"Radiator, Water Pump"
M0539,T075,2023-06-09,Emergency,2213,2,"Transmission Fluid, Clutch"
M0540,T076,2023-10-22,Emergency,19027,5,"Tires, Wheel Bearings"
M0541,T076,2023-07-13,Scheduled,6755,2,"Oil Filter, Air Filter"
M0542,T076,2024-06-07,Emergency,9780,5,"Tires, Wheel Bearings"
M0543,T076,2023-11-27,Emergency,15979,1,"Brake Pads, Brake Discs"
M0544,T076,2023-11-08,Scheduled,4664,2,"Oil Filter, Air Filter"
M0545,T076,2023-02-04,Scheduled,7423,0,"Spark Plugs, Fuel Injectors"
M0546,T076,2024-03-13,Emergency,21877,7,"Transmission Fluid, Clutch"
M0547,T076,2024-02-19,Emergency,11458,2,"Spark Plugs, Fuel Injectors"
M0548,T076,2023-06-02,Emergency,19256,7,"Tires, Wheel Bearings"
M0549,T076,2024-12-23,Scheduled,921,3,"Exhaust System, Catalytic Converter"
M0550,T076,2023-08-14,Scheduled,962,1,"Spark Plugs, Fuel Injectors"
M0551,T076,2023-11-09,Emergency,20917,4,"Transmission Fluid, Clutch"
M0552,T076,2023-01-30,Scheduled,3466,2,"Exhaust System, Catalytic Converter"
M0553,T076,2024-11-07,Scheduled,1868,3,"Battery, Alternator"
M0554,T076,2024-06-29,Scheduled,4896,0,"Radiator, Water Pump"
M0555,T076,2024-03-03,Emergency,15665,5,"Radiator, Water Pump"
M0556,T076,2023-01-30,Scheduled,6195,1,"Radiator, Water Pump"
M0557,T076,2024-06-21,Scheduled,4778,3,"Radiator, Water Pump"
M0558,T076,2023-05-16,Emergency,12103,9,"Spark Plugs, Fuel Injectors"
M0559,T076,2023-08-29,Scheduled,5303,2,"Oil Filter, Air Filter"
M0560,T076,2023-06-13,Emergency,19973,4,"Battery, Alternator"
M0561,T076,2023-12-24,Scheduled,6164,1,"Spark Plugs, Fuel Injectors"
M0562,T076,2023-09-25,Scheduled,8113,3,"Tires, Wheel Bearings"
M0563,T076,2023-01-13,Scheduled,8965,2,"Spark Plugs, Fuel Injectors"
M0564,T076,2023-10-15,Emergency,21561,6,"Oil Filter, Air Filter"
M0565,T076,2024-07-14,Scheduled,6777,1,"Tires, Wheel Bearings"
M0566,T077,2024-03-23,Scheduled,5852,0,"Spark Plugs, Fuel Injectors"
M0567,T077,2023-05-17,Emergency,18686,10,"Exhaust System, Catalytic Converter"
M0568,T077,2023-07-23,Scheduled,1549,0,"Radiator, Water Pump"
M0569,T077,2023-05-11,Scheduled,2458,0,"Oil Filter, Air Filter"
M0570,T077,2024-02-19,Scheduled,5856,1,"Tires, Wheel Bearings"
M0571,T077,2024-11-13,Emergency,4682,10,"Brake Pads, Brake Discs"
M0572,T077,2023-02-28,Scheduled,1620,2,"Tires, Wheel Bearings"
M0573,T077,2023-12-26,Emergency,13738,10,"Exhaust System, Catalytic Converter"
M0574,T077,2024-06-16,Emergency,13657,4,"Radiator, Water Pump"
M0575,T077,2023-01-24,Scheduled,4995,2,"Spark Plugs, Fuel Injectors"
M0576,T077,2023-01-31,Scheduled,5863,2,"Brake Pads, Brake Discs"
M0577,T078,2024-08-21,Emergency,7595,10,"Oil Filter, Air Filter"
M0578,T078,2024-10-04,Emergency,12217,4,"Spark Plugs, Fuel Injectors"
M0579,T078,2023-03-01,Scheduled,2463,2,"Battery, Alternator"
M0580,T078,2023-03-25,Scheduled,2744,2,"Tires, Wheel Bearings"
M0581,T078,2024-12-04,Scheduled,3062,2,"Brake Pads, Brake Discs"
M0582,T078,2024-10-16,Scheduled,2569,1,"Radiator, Water Pump"
M0583,T078,2023-08-31,Scheduled,2033,3,"Brake Pads, Brake Discs"
M0584,T078,2024-10-16,Scheduled,2423,2,"Brake Pads, Brake Discs"
M0585,T079,2023-09-25,Emergency,4504,10,"Spark Plugs, Fuel Injectors"
M0586,T079,2024-07-26,Scheduled,699,1,"Spark Plugs, Fuel Injectors"
M0587,T079,2023-09-19,Scheduled,3142,3,"Tires, Wheel Bearings"
M0588,T079,2024-08-21,Scheduled,4637,0,"Tires, Wheel Bearings"
M0589,T079,2024-06-17,Scheduled,3874,1,"Tires, Wheel Bearings"
M0590,T079,2023-08-26,Scheduled,2369,0,"Exhaust System, Catalytic Converter"
M0591,T080,2023-09-25,Emergency,13083,8,"Tires, Wheel Bearings"
M0592,T080,2024-06-14,Scheduled,2838,1,"Battery, Alternator"
M0593,T080,2023-06-06,Scheduled,2818,2,"Oil Filter, Air Filter"
M0594,T080,2023-07-31,Scheduled,2419,1,"Battery, Alternator"
M0595,T080,2023-10-24,Emergency,18464,4,"Transmission Fluid, Clutch"
M0596,T080,2024-03-20,Scheduled,6496,3,"Spark Plugs, Fuel Injectors"
M0597,T080,2024-09-12,Scheduled,3396,0,"Brake Pads, Brake Discs"
M0598,T080,2023-05-12,Scheduled,5087,3,"Tires, Wheel Bearings"
M0599,T080,2024-11-08,Emergency,10646,2,"Tires, Wheel Bearings"
M0600,T080,2023-07-06,Emergency,8373,10,"Tires, Wheel Bearings"
M0601,T080,2024-09-12,Scheduled,1958,1,"Oil Filter, Air Filter"
M0602,T080,2023-12-12,Emergency,16145,1,"Exhaust System, Catalytic Converter"
M0603,T080,2023-05-23,Scheduled,6052,0,"Brake Pads, Brake Discs"
M0604,T080,2024-02-18,Scheduled,2608,3,"Battery, Alternator"
M0605,T080,2023-08-08,Scheduled,1811,3,"Tires, Wheel Bearings"
M0606,T080,2023-11-25,Scheduled,3533,1,"Brake Pads, Brake Discs"
M0607,T081,2023-12-29,Scheduled,4814,2,"Transmission Fluid, Clutch"
M0608,T081,2023-11-29,Scheduled,2764,0,"Oil Filter, Air Filter"
M0609,T081,2023-10-14,Scheduled,1689,0,"Exhaust System, Catalytic Converter"
M0610,T081,2024-09-12,Scheduled,3748,0,"Tires, Wheel Bearings"
M0611,T081,2023-12-30,Scheduled,2642,1,"Oil Filter, Air Filter"
M0612,T081,2024-05-01,Scheduled,3292,2,"Brake Pads, Brake Discs"
M0613,T081,2023-07-09,Scheduled,4837,0,"Tires, Wheel Bearings"
M0614,T081,2024-09-25,Scheduled,3020,0,"Radiator, Water Pump"
M0615,T081,2023-02-13,Scheduled,2683,1,"Radiator, Water Pump"
M0616,T081,2024-09-22,Emergency,7836,2,"Oil Filter, Air Filter"
M0617,T081,2024-08-24,Scheduled,4108,2,"Transmission Fluid, Clutch"
M0618,T081,2024-09-10,Emergency,9810,6,"Tires, Wheel Bearings"
M0619,T082,2024-05-05,Scheduled,1841,2,"Oil Filter, Air Filter"
M0620,T082,2024-04-29,Scheduled,2962,0,"Radiator, Water Pump"
M0621,T082,2023-05-28,Emergency,12672,6,"Exhaust System, Catalytic Converter"
M0622,T082,2024-08-15,Scheduled,5576,0,"Spark Plugs, Fuel Injectors"
M0623,T082,2023-03-29,Emergency,18354,9,"Brake Pads, Brake Discs"
M0624,T082,2024-05-19,Emergency,6548,10,"Oil Filter, Air Filter"
M0625,T082,2024-03-03,Scheduled,4229,0,"Tires, Wheel Bearings"
M0626,T082,2024-10-29,Emergency,17409,2,"Brake Pads, Brake Discs"
M0627,T082,2024-02-12,Scheduled,3541,0,"Spark Plugs, Fuel Injectors"
M0628,T082,2023-03-21,Scheduled,2462,1,"Radiator, Water Pump"
M0629,T082,2024-11-14,Emergency,12920,10,"Radiator, Water Pump"
M0630,T082,2023-07-01,Scheduled,2164,2,"Brake Pads, Brake Discs"
M0631,T082,2024-11-15,Scheduled,5599,1,"Tires, Wheel Bearings"
M0632,T082,2024-11-14,Scheduled,5215,2,"Transmission Fluid, Clutch"
M0633,T082,2024-12-03,Emergency,4697,7,"Battery, Alternator"
M0634,T082,2024-02-22,Scheduled,5545,0,"Radiator, Water Pump"
M0635,T082,2023-04-12,Scheduled,5804,0,"Transmission Fluid, Clutch"
M0636,T082,2024-07-06,Scheduled,6495,3,"Battery, Alternator"
M0637,T082,2024-05-08,Scheduled,2954,3,"Brake Pads, Brake Discs"
M0638,T083,2024-12-02,Scheduled,2452,2,"Transmission Fluid, Clutch"
M0639,T083,2023-04-14,Scheduled,3547,0,"Battery, Alternator"
M0640,T083,2024-07-17,Emergency,11483,1,"Battery, Alternator"
M0641,T083,2023-01-05,Scheduled,1557,1,"Tires, Wheel Bearings"
M0642,T083,2023-12-30,Scheduled,4887,0,"Oil Filter, Air Filter"
M0643,T083,2023-06-22,Scheduled,1456,0,"Tires, Wheel Bearings"
M0644,T085,2023-02-03,Emergency,7866,5,"Exhaust System, Catalytic Converter"
M0645,T085,2024-04-07,Scheduled,1692,2,"Oil Filter, Air Filter"
M0646,T085,2024-07-18,Emergency,3458,4,"Transmission Fluid, Clutch"
M0647,T085,2023-12-05,Scheduled,2905,1,"Brake Pads, Brake Discs"
M0648,T085,2023-08-12,Scheduled,2158,1,"Tires, Wheel Bearings"
M0649,T085,2024-02-12,Scheduled,4784,2,"Transmission Fluid, Clutch"
M0650,T085,2023-06-05,Scheduled,5278,3,"Transmission Fluid, Clutch"
M0651,T085,2023-12-03,Scheduled,3700,1,"Transmission Fluid, Clutch"
M0652,T085,2023-10-07,Emergency,12146,10,"Brake Pads, Brake Discs"
M0653,T085,2024-12-09,Emergency,11107,10,"Tires, Wheel Bearings"
M0654,T085,2024-06-30,Scheduled,878,1,"Tires, Wheel Bearings"
M0655,T085,2024-02-13,Emergency,9974,2,"Battery, Alternator"
M0656,T085,2023-06-01,Emergency,3952,10,"Radiator, Water Pump"
M0657,T085,2023-03-03,Scheduled,2939,1,"Oil Filter, Air Filter"
M0658,T085,2024-08-01,Scheduled,6043,0,"Transmission Fluid, Clutch"
M0659,T085,2023-03-13,Scheduled,2730,2,"Spark Plugs, Fuel Injectors"
M0660,T085,2023-08-04,Scheduled,1634,1,"Exhaust System, Catalytic Converter"
M0661,T085,2023-10-29,Scheduled,4019,1,"Spark Plugs, Fuel Injectors"
M0662,T086,2024-10-26,Scheduled,2932,3,"Transmission Fluid, Clutch"
M0663,T086,2024-07-07,Emergency,5281,2,"Oil Filter, Air Filter"
M0664,T086,2023-07-18,Emergency,6671,7,"Battery, Alternator"
M0665,T086,2023-11-16,Emergency,7267,2,"Battery, Alternator"
M0666,T086,2024-12-03,Scheduled,2328,3,"Oil Filter, Air Filter"
M0667,T086,2023-09-08,Scheduled,7082,3,"Transmission Fluid, Clutch"
M0668,T086,2024-06-15,Emergency,14464,5,"Tires, Wheel Bearings"
M0669,T086,2023-08-06,Scheduled,3857,2,"Tires, Wheel Bearings"
M0670,T086,2023-06-09,Scheduled,2692,2,"Brake Pads, Brake Discs"
M0671,T086,2024-08-26,Emergency,8813,3,"Oil Filter, Air Filter"
M0672,T086,2023-05-14,Emergency,8353,8,"Radiator, Water Pump"
M0673,T086,2023-02-27,Emergency,17180,1,"Spark Plugs, Fuel Injectors"
M0674,T086,2023-09-30,Scheduled,3674,0,"Battery, Alternator"
M0675,T086,2024-11-22,Scheduled,5278,0,"Exhaust System, Catalytic Converter"
M0676,T086,2024-04-03,Scheduled,4294,0,"Brake Pads, Brake Discs"
M0677,T087,2023-08-18,Scheduled,3884,3,"Oil Filter, Air Filter"
M0678,T087,2023-07-25,Emergency,13536,8,"Exhaust System, Catalytic Converter"
M0679,T087,2023-10-11,Scheduled,3649,3,"Tires, Wheel Bearings"
M0680,T087,2024-10-30,Scheduled,1419,3,"Brake Pads, Brake Discs"
M0681,T087,2024-05-16,Scheduled,1289,0,"Transmission Fluid, Clutch"
M0682,T087,2023-04-01,Scheduled,1843,3,"Radiator, Water Pump"
M0683,T087,2024-05-10,Scheduled,1839,3,"Battery, Alternator"
M0684,T087,2023-11-14,Scheduled,4797,3,"Tires, Wheel Bearings"
M0685,T087,2024-04-11,Scheduled,2669,0,"Radiator, Water Pump"
M0686,T087,2023-10-19,Scheduled,862,2,"Brake Pads, Brake Discs"
M0687,T087,2023-07-11,Scheduled,2657,3,"Spark Plugs, Fuel Injectors"
M0688,T090,2024-01-16,Scheduled,5839,3,"Spark Plugs, Fuel Injectors"
M0689,T090,2024-02-21,Emergency,4560,2,"Transmission Fluid, Clutch"
M0690,T090,2023-04-05,Scheduled,2991,0,"Transmission Fluid, Clutch"
M0691,T090,2024-07-08,Emergency,3705,3,"Spark Plugs, Fuel Injectors"
M0692,T090,2023-01-28,Scheduled,1657,3,"Radiator, Water Pump"
M0693,T090,2023-07-07,Scheduled,4903,0,"Tires, Wheel Bearings"
M0694,T090,2024-05-13,Emergency,15454,6,"Transmission Fluid, Clutch"
M0695,T090,2024-05-08,Emergency,11653,4,"Brake Pads, Brake Discs"
M0696,T090,2024-06-28,Scheduled,4682,0,"Tires, Wheel Bearings"
